,sents,name,href,sent_without
5234,"После этого сел на своего Ороша Вещего и поспешил в царство Огненного щита, Пламенного копия.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,после этого сел на своего ороша вещего и поспешил в царство огненного щита пламенного копия 
5235,Стал подъезжать к городу.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,стал подъезжать к городу 
5236,"Огненный щит, Пламенное копие увидал богатыря, выехал навстречу и издалека стал огненные стрелы метать.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,огненный щит пламенное копие увидал богатыря выехал навстречу и издалека стал огненные стрелы метать 
5237,"— Воротись, а то сожгу тебя!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, воротись а то сожгу тебя 
5238,— закричал.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, закричал 
5239,"Еруслан Лазаревич снял шлем, помахал и крикнул: — Приехал к тебе не биться, не ратиться, а по доброму делу!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,еруслан лазаревич снял шлем помахал и крикнул приехал к тебе не биться не ратиться а по доброму делу 
5240,— Кто ты таков?,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, кто ты таков 
5241,И чего тебе надо?,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,и чего тебе надо 
5242,Говори!,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,говори 
5243,— Я из славного Картаусова королевства.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, я из славного картаусова королевства 
5244,Зовут меня Еруслан Лазаревич.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,зовут меня еруслан лазаревич 
5245,"О твоей силе и славе молва по всей земле идет, и я хочу к тебе на службу поступить!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,о твоей силе и славе молва по всей земле идет и я хочу к тебе на службу поступить 
5246,"Отвечает Огненный щит, Пламенное копие: — Если сумеешь с моими двенадцатью богатырями достать меч из-под Росланеевой головы, тогда возьму на службу, а не достанешь, пеняй на себя!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,отвечает огненный щит пламенное копие если сумеешь с моими двенадцатью богатырями достать меч из-под росланеевой головы тогда возьму на службу а не достанешь пеняй на себя 
5247,Не быть тебе живому!,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,не быть тебе живому 
5248,"— Слушай, Огненный щит, Пламенное копие, обойдусь я и без твоих богатырей!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, слушай огненный щит пламенное копие обойдусь я и без твоих богатырей 
5249,"Один управлюсь, достану меч!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,один управлюсь достану меч 
5250,"Подъехал Огненный щит, Пламенное копие поближе и говорит: — Поезжай скорее, привези меч, тогда будешь у меня старшим над богатырями!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,подъехал огненный щит пламенное копие поближе и говорит поезжай скорее привези меч тогда будешь у меня старшим над богатырями 
5251,Еруслан Лазаревич поворотил коня.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,еруслан лазаревич поворотил коня 
5252,"Когда приехал на поле брани, голова Росланея увидала его издали: — Ну как?","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,когда приехал на поле брани голова росланея увидала его издали ну как 
5253,"Видал Огненного щита, Пламенного копия?","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,видал огненного щита пламенного копия 
5254,"— Все сделал так, как ты говорил.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, все сделал так как ты говорил 
5255,Приехал за мечом-кладенцом.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,приехал за мечом-кладенцом 
5256,"Голова откатилась в сторону: — Бери, но помни: ударь только один раз!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,голова откатилась в сторону бери но помни ударь только один раз 
5257,"Еруслан Лазаревич поднял меч, сел на Ороша Вещего и уехал.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,еруслан лазаревич поднял меч сел на ороша вещего и уехал 
5258,"Огненный щит, Пламенное копие, как только дозорный известил, выехал навстречу и спрашивает: — Достал меч-кладенец?","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,огненный щит пламенное копие как только дозорный известил выехал навстречу и спрашивает достал меч-кладенец 
5259,"— Вот он, — поднял меч Еруслан Лазаревич, подскакал к Огненному щиту, Пламенному копию и — раз!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, вот он поднял меч еруслан лазаревич подскакал к огненному щиту пламенному копию и раз 
5260,— ударил его изо всей силы.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, ударил его изо всей силы 
5261,"Огненный щит, Пламенное копие как подкошенный упал с коня: — Бей его еще раз!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,огненный щит пламенное копие как подкошенный упал с коня бей его еще раз 
5262,"— закричали слуги Огненного щита, Пламенного копия.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, закричали слуги огненного щита пламенного копия 
5263,— Не в обычае у добрых молодцев дважды меч подымать.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, не в обычае у добрых молодцев дважды меч подымать 
5264,Хватит и одного раза!,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,хватит и одного раза 
5265,— крикнул в ответ Еруслан Лазаревич.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, крикнул в ответ еруслан лазаревич 
5266,"Тогда все двенадцать богатырей Огненного щита, Пламенного копия напали на Еруслана с криком: — Бей его!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,тогда все двенадцать богатырей огненного щита пламенного копия напали на еруслана с криком бей его 
5267,"Изрубим на мелкие куски, добудем меч-кладенец и оживим Огненного щита, Пламенного копия!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,изрубим на мелкие куски добудем меч-кладенец и оживим огненного щита пламенного копия 
5268,Да не тут-то было!,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,да не тут-то было 
5269,Всех их побил-повоевал Еруслан Лазаревич.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,всех их побил-повоевал еруслан лазаревич 
5270,"Затем разыскал заветный колодец, запасся живой водой.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,затем разыскал заветный колодец запасся живой водой 
5271,Сам немного выпил и Орошу Вещему дал.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,сам немного выпил и орошу вещему дал 
5272,И сразу всю усталость с них как рукой сняло.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,и сразу всю усталость с них как рукой сняло 
5273,"Не успел выехать на поле брани, как голова Росланея тотчас его увидала и заговорила: — Коли воротился, должно, одолел Огненного щита, Пламенного копия, моего супостата!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,не успел выехать на поле брани как голова росланея тотчас его увидала и заговорила коли воротился должно одолел огненного щита пламенного копия моего супостата 
5274,А живую воду нашел?,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,а живую воду нашел 
5275,"— Привез, — отвечает Еруслан Лазаревич, — сейчас ты здрав будешь.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, привез отвечает еруслан лазаревич сейчас ты здрав будешь 
5276,"Голова подкатилась к туловищу, стала как надлежит.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,голова подкатилась к туловищу стала как надлежит 
5277,"Еруслан Лазаревич спрыснул живой водой, и голова приросла к телу.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,еруслан лазаревич спрыснул живой водой и голова приросла к телу 
5278,"Поднялся Росланей, такой большой и матерый — глядеть боязно.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,поднялся росланей такой большой и матерый глядеть боязно 
5279,"— Ну, Еруслан Лазаревич, великую ты мне службу сослужил, век не забуду!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, ну еруслан лазаревич великую ты мне службу сослужил век не забуду 
5280,"И, если понадобится, жизни для тебя не пожалею!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,и если понадобится жизни для тебя не пожалею 
5281,"— Чего об этом говорить, — сказал на то Еруслан Лазаревич.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, чего об этом говорить сказал на то еруслан лазаревич 
5282,"— Разве без твоего меча-кладенца да мудрого совета мог бы я победить Огненного щита, Пламенного копия и живую воду добыть?","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, разве без твоего меча-кладенца да мудрого совета мог бы я победить огненного щита пламенного копия и живую воду добыть 
5283,"На вот, возьми!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,на вот возьми 
5284,— и подает ему меч.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, и подает ему меч 
5285,"А Росланей-богатырь отвел его руки и проговорил: — Нет, Еруслан Лазаревич, мой названый брат, меч тебе еще пригодится.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,а росланей-богатырь отвел его руки и проговорил нет еруслан лазаревич мой названый брат меч тебе еще пригодится 
5286,"— А ведь меч-то мне как раз по руке пришелся, — сказал Еруслан Лазаревич, — спасибо, любезный Рос-ланей, названый брат мой.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, а ведь меч-то мне как раз по руке пришелся сказал еруслан лазаревич спасибо любезный рос-ланей названый брат мой 
5287,"Ну, а теперь надо поспешать к родителям.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,ну а теперь надо поспешать к родителям 
5288,"— И мне надо идти своего коня искать, — промолвил Росланей-богатырь — Видать, где-нибудь недалеко отсюда пасется.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, и мне надо идти своего коня искать промолвил росланей-богатырь видать где-нибудь недалеко отсюда пасется 
5289,"Конь верный, только он и может меня нести.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,конь верный только он и может меня нести 
5290,На том богатыри и распрощались.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,на том богатыри и распрощались 
5291,"Росланей пошел своего коня искать, а Еруслан Лазаревич поехал в княжество Данилы Белого.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,росланей пошел своего коня искать а еруслан лазаревич поехал в княжество данилы белого 
5292,"Как только приехал, вбежал во дворец, попрыскал живой водой глаза, и сразу отец с матерью и король Картаус с боярами прозрели и так обрадовались, что от великого счастья даже немножко поплакали.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,как только приехал вбежал во дворец попрыскал живой водой глаза и сразу отец с матерью и король картаус с боярами прозрели и так обрадовались что от великого счастья даже немножко поплакали 
5293,Король Картаус в честь Еруслана Лазаревича завел большой пир-столованье.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,король картаус в честь еруслана лазаревича завел большой пир-столованье 
5294,На том пиру все пили и ели и прославляли геройство и удаль Еруслана Лазаревича.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,на том пиру все пили и ели и прославляли геройство и удаль еруслана лазаревича 
5295,Пир отпировали.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,пир отпировали 
5296,И говорит богатырь своим родителям : — Надобно мне побывать в Вахрамеевом царстве.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,и говорит богатырь своим родителям надобно мне побывать в вахрамеевом царстве 
5297,Благословите в путь-дорогу!,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,благословите в путь-дорогу 
5298,"— Ну что же, — промолвил Лазарь Лазаревич, — хоть и жалко расставаться, да, видно, делать нечего.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, ну что же промолвил лазарь лазаревич хоть и жалко расставаться да видно делать нечего 
5299,"Мы с матерью теперь, слава богу, здоровы.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,мы с матерью теперь слава богу здоровы 
5300,"Поезжай, коли надо!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,поезжай коли надо 
5301,"Скорым-скоро собрался, снарядился, сел на своего Ороша Вещего, и только пыль завилась за добрым молодцем.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,скорым-скоро собрался снарядился сел на своего ороша вещего и только пыль завилась за добрым молодцем 
5302,"Ехал Еруслан долго ли, коротко и попал, наконец, в Вахрамеево царство.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,ехал еруслан долго ли коротко и попал наконец в вахрамеево царство 
5303,"Подъехал к стольному городу, смотрит, ворота крепко-накрепко заперты.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,подъехал к стольному городу смотрит ворота крепко-накрепко заперты 
5304,Постучал.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,постучал 
5305,На стук отозвались стражники: — Кто таков?,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,на стук отозвались стражники кто таков 
5306,И чего тебе надобно?,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,и чего тебе надобно 
5307,"— Зовут меня Еруслан Лазаревич, а приехал я к королю Вахрамею по доброму делу.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, зовут меня еруслан лазаревич а приехал я к королю вахрамею по доброму делу 
5308,"Ворота растворились, и, как только богатырь проехал, опять их крепко закрыли.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,ворота растворились и как только богатырь проехал опять их крепко закрыли 
5309,"Он подумал: “Почему город держат на запоре?” Царь Вахрамей встретил его ласково: — Милости просим, добрый молодец!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,он подумал почему город держат на запоре царь вахрамей встретил его ласково милости просим добрый молодец 
5310,"Не знаю, как звать-величать.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,не знаю как звать-величать 
5311,"— Я из Картаусова королевства, сын князя Лазаря Лазаревича, а зовут меня Еруслан Лазаревич.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, я из картаусова королевства сын князя лазаря лазаревича а зовут меня еруслан лазаревич 
5312,"Много по свету ездил, во многих землях побывал, и захотелось ваше государство навестить.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,много по свету ездил во многих землях побывал и захотелось ваше государство навестить 
5313,"— Ах, вот ты кто!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, ах вот ты кто 
5314,— сказал царь Вахрамей.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, сказал царь вахрамей 
5315,"— Слава о твоих подвигах и геройствах, любезный Еруслан Лазаревич, идет по всем землям, по всем городам.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, слава о твоих подвигах и геройствах любезный еруслан лазаревич идет по всем землям по всем городам 
5316,Дошла она и до нашего царства.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,дошла она и до нашего царства 
5317,"И я рад дорогому гостю, но не могу утаить от тебя, что постигло нас большое горе.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,и я рад дорогому гостю но не могу утаить от тебя что постигло нас большое горе 
5318,"Повадился трехглавый морской змей летать, людей поедать.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,повадился трехглавый морской змей летать людей поедать 
5319,"Оттого сидим мы взаперти, да ведь от крылатого чудовища городские стены — не защита.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,оттого сидим мы взаперти да ведь от крылатого чудовища городские стены не защита 
5320,— Часто ли морской змей прилетает?,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, часто ли морской змей прилетает 
5321,— спросил Еруслан Лазаревич.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, спросил еруслан лазаревич 
5322,— Через каждые три дня.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, через каждые три дня 
5323,"Сегодня он как раз прилетит и опять кого-нибудь унесет, — отвечал царь Вахрамей и прибавил: — Проходи, гость дорогой, в покои.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,сегодня он как раз прилетит и опять кого-нибудь унесет отвечал царь вахрамей и прибавил проходи гость дорогой в покои 
5324,"Надо тебе с дороги поесть, попить и отдохнуть!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,надо тебе с дороги поесть попить и отдохнуть 
5325,— Спасибо!,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, спасибо 
5326,"Но сперва надобно мне на морском берегу побывать, а уж потом и отдохну, — сказал Еруслан Лазаревич.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,но сперва надобно мне на морском берегу побывать а уж потом и отдохну сказал еруслан лазаревич 
5327,"С этими словами он вышел из дворца, вскочил на Ороша Вещего и поехал из города на морской берег.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,с этими словами он вышел из дворца вскочил на ороша вещего и поехал из города на морской берег 
5328,"Коня остановил, затрубил в боевой рог раз и другой.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,коня остановил затрубил в боевой рог раз и другой 
5329,"После третьего раза поднялась на море большая волна, а вслед за тем показался из воды трехглавый морской змей.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,после третьего раза поднялась на море большая волна а вслед за тем показался из воды трехглавый морской змей 
5330,"Все три пасти разинуты, зубы оскалены, шестеро глаз злобой горят.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,все три пасти разинуты зубы оскалены шестеро глаз злобой горят 
5331,"Взглянул змей на берег и заговорил: — В этот раз царь Вахрамей не стал меня дожидаться, сам послал человека на обед да еще и коня в придачу!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,взглянул змей на берег и заговорил в этот раз царь вахрамей не стал меня дожидаться сам послал человека на обед да еще и коня в придачу 
5332,"— А ты, проклятое чудовище, погоди раньше времени хвалиться, как бы не подавиться!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, а ты проклятое чудовище погоди раньше времени хвалиться как бы не подавиться 
5333,— крикнул богатырь.,"Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/, крикнул богатырь 
5334,"И только успел змей на берег ступить, как Еруслан поскакал, взмахнул мечом-кладенцом и с одного раза огрубил две головы.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,и только успел змей на берег ступить как еруслан поскакал взмахнул мечом-кладенцом и с одного раза огрубил две головы 
5335,"Перепугался змей, взмолился: — Могучий богатырь, не предавай меня смерти, не руби моей остатней головы!","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,перепугался змей взмолился могучий богатырь не предавай меня смерти не руби моей остатней головы 
5336,"В Вахрамеево царство летать никогда не стану, а тебе богатый выкуп дам.","Сказка о славном, могучем богатыре Еруслане Лазаревиче",https://skazki-pesni.ru/skazka-o-slavnom-moguchem-bogatyre-eruslane-lazareviche/,в вахрамеево царство летать никогда не стану а тебе богатый выкуп дам 
